title, info,dateCreated, ratingValue, ratingCount, genres
Ma Đạo Tượng Nhân,"Ma Đạo Tượng Nhân – The Devildom Elephant Man (2023) vào thời Khang Hy, nước Xiêm hải ngoại cúi đầu quy phục chính quyền nhà Thanh, câu chuyện bắt đầu từ việc công chúa Xiêm bị bí mật ám sát, nhiều thế lực nhúng tay vào.",The Devildom Elephant Man 2023,"Aug. 07, 2023",6.1,8,"['Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Hành Động', 'Phim Kịch Tính', '']"
Điệp Vụ Đoạt Hồn,Điệp Vụ Đoạt Hồn – Soulcatcher (2023) một nhà thầu quân sự được thuê để tịch thu vũ khí biến con người thành kẻ giết người man rợ tìm cách trả thù khi anh trai mình trở thành nạn nhân của thiết bị.,Soulcatcher 2023,"Aug. 05, 2023",8,24,"['Phim Hành Động', 'Phim Kịch Tính', 'Phim Netflix', 'Phim Phiêu Lưu']"
Đồng Cảm Với Quỷ,"Đồng Cảm Với Quỷ – Sympathy for the Devil (2023) sau khi bị buộc phải chĩa súng lái xe chở một hành khách bí ẩn, một người đàn ông thấy mình đang ở trong trò chơi mèo vờn chuột đầy rủi ro, nơi mọi thứ trở nên rõ ràng rằng không phải mọi thứ đều như vẻ ngoài của nó.",Sympathy for the Devil,"Aug. 05, 2023",5.1,11,"['Phim Kịch Tính', 'Phim Tâm Lý']"
Côn Luân Cảnh,"Côn Luân Cảnh – Mystic Land (2023) cha mẹ của nam chí Lý Tưởng hy sinh hết thảy vì khoa học, nhưng đổi lại tiếng xấu lưu danh. Lý Tưởng mang trong lòng ý chí kiên định để trả lại danh dự cho cha mẹ. Lý Tưởng cố gắng tìm kiếm vật phẩm khoa học “Gương Côn Lôn”, nhưng lại bị đưa ngược về thời đại Gương Côn Lôn. Sau bao gian khổ và nguy hiểm, đương đầu với những sinh vật thần thoại, Lý Tưởng cuối cùng đã trưởng thành và cởi bỏ nút thắt trong lòng mình.",Mystic Land 2023,"Aug. 04, 2023",3.9,10,"['Phim Hành Động', 'Phim Kịch Tính', 'Phim Phiêu Lưu', 'Phim Viễn Tưởng']"
Quỷ Quyệt 5: Cửa Đỏ Vô Định,"Quỷ Quyệt 5: Cửa Đỏ Vô Định – Insidious 5: The Red Door (2023) lấy bối cảnh sau mười năm kể từ hai phần phim đầu tiên, Josh Lambert (Patrick Wilson) đang chuyển đến sinh sống tại phía Đông để đưa cậu con trai Dalton (Ty Simpkins) đến học tại một trường đại học bình dị, phủ đầy cây thường xuân. Tuy nhiên, giấc mơ đại học của Dalton lại trở lại một ác mộng khi những con quỷ bị kìm hãm trong quá khứ bằng một cách nào đó đã quay trở lại và tiếp tục ám hai cha con.",Insidious 5: The Red Door 2023,"Aug. 04, 2023",7.2,111,"['Phim Chiếu Rạp', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
100 Điều Tôi Sẽ Làm Trước Khi Trở Thành Zombie,"100 Điều Tôi Sẽ Làm Trước Khi Trở Thành Zombie – Zom 100 Live Action (2023) sau 3 năm làm việc cho một công ty đen, Akira đã kiệt quệ cả về thể chất lẫn tinh thần. Nhưng một buổi sáng nọ, những gì anh thấy trên đường đi làm là một đống Zombies?! Akira sẽ sống cuộc sống của mình như thế nào trong một thế giới đã hoàn toàn thay đổi chỉ sau một đêm đây!?",Zom 100 Live Action 2023,"Aug. 03, 2023",6.9,26,"['Phim Hài', 'Phim Hành Động', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Netflix', '']"
Ba Chàng Lính Ngự Lâm: D’Artagnan,"Ba Chàng Lính Ngự Lâm: DArtagnan – The Three Musketeers: DArtagnan (2023) một chàng trai trẻ Gascon hăng hái, bị coi như đã chết sau khi cố gắng cứu một cô gái trẻ thoát khỏi bị bắt cóc. Khi anh đến Paris, anh cố gắng bằng mọi cách tìm ra những kẻ tấn công mình. Anh không hề hay biết rằng nhiệm vụ này sẽ dẫn anh đến trung tâm của một cuộc chiến thực sự, nơi tương lai của nước Pháp đang rơi vào nguy hiểm.",Les Trois Mousquetaires : D'Artagnan 2023,"Aug. 02, 2023",8.5,13,"['Phim Chính Kịch', 'Phim Hành Động', 'Phim Lịch Sử', 'Phim Phiêu Lưu']"
Cuộc Đào Tẩu Điên Cuồng,"Cuộc Đào Tẩu Điên Cuồng – The Channel (2023) sau khi vụ cướp ngân hàng của họ gặp trục trặc, một tên tội phạm tuyệt vọng, người anh trai mất kiểm soát của hắn và nhóm cựu lính thủy đánh bộ hung hãn của họ phải trốn thoát khỏi New Orleans và đặc vụ FBI quyết tâm truy đuổi họ.",The Channel 2023,"Jul. 30, 2023",8.3,14,"['Phim Hành Động', 'Phim Hình Sự', 'Phim Kịch Tính']"
Vô Danh,"Vô Danh – Hidden Blade (2023) câu chuyện bắt đầu với sự kiện ngày 7 tháng 12 năm 1941, khi mà Nhật Bản tấn công Trân Châu Cảng. Ngày hôm sau, chính phủ bù nhìn Vương theo chân Nhật Bản tuyên chiến với Anh và Mỹ, và Nhật Bản chiếm đóng toàn bộ lãnh thổ Thượng Hải một cách tượng trưng. Với sự bùng nổ của chiến tranh Thái Bình Dương, tình hình kháng chiến của Trung Quốc đã hoàn toàn thay đổi. Bộ phận đặc biệt của ĐCSTQ dưới sự lãnh đạo của đảng cộng sản Trung Quốc hoạt động ở Trùng Khánh, mở ra những sự kiện mới.",Hidden Blade 2023,"Jul. 30, 2023",9.1,57,"['Phim Chiến Tranh', 'Phim Chiếu Rạp', 'Phim Chính Kịch', 'Phim Hình Sự', '']"
Vùng Xanh,"Vùng Xanh – Hidden Strike (2023) lấy bối cảnh trong tương lai gần, giữa cuộc chiến tranh dầu mỏ đã tàn phá Trung Đông, hai đặc vụ phải cố gắng đưa một nhóm dân thường đến Vùng Xanh an toàn bất chấp mưa bom bão đạn, những nguy hiểm rình rập và khôn lường.",Hidden Strike 2023,"Jul. 28, 2023",7.7,49,"['Phim Hành Động', 'Phim Kịch Tính', 'Phim Phiêu Lưu', 'Phim Tâm Lý']"
Đặc Nhiệm: Sư Tử Cái,,Special Ops: Lioness 2023,"Jul. 27, 2023",8.1,59,"['Phim Chính Kịch', 'Phim Hành Động', 'Phim Kịch Tính']"
Liên Minh Công Lý: Thế Chiến,"Liên Minh Công Lý: Thế Chiến – Justice League: Warworld (2023) thế chiến, nơi diễn ra những trận chiến tàn bạo không hồi kết, Batman, Superman, Wonder Woman và những người khác phải đoàn kết để tạo thành một lực lượng kháng chiến bất khả chiến bại nhằm đưa toàn bộ hành tinh đến tự do.",Justice League: Warworld 2023,"Jul. 27, 2023",8.4,7,"['Phim Hành Động', 'Phim Hoạt Hình', 'Phim Khoa Học', 'Phim Viễn Tưởng']"
Ai Là Kẻ Sát Nhân?,"Ai Là Kẻ Sát Nhân? – The Murderer (2023) sau hàng loạt cái chết ở thị trấn nhỏ tỉnh lẻ, viên thanh tra quyết tâm nọ nỗ lực vạch trần kẻ sát nhân và nghi phạm chính là Earl, một người Anh di cư.",The Murderer 2023,"Jul. 27, 2023",9.7,7,"['Phim Bí Ẩn', 'Phim Hài', 'Phim Hình Sự', 'Phim Kịch Tính', 'Phim Netflix']"
Địch Nhân Kiệt: Lôi Hỏa Huyền Long,"Địch Nhân Kiệt: Lôi Hỏa Huyền Long nói về ương truyền ở hành cung Lạc Dương mới xây có thần long xuất hiện, phun lửa thiêu rụi cả hành cung, thợ mộc thì kẻ chết người bị thương. Địch Nhân Kiệt được được đặc cách làm thiếu khanh Đại Lý Tự để xử lý vụ “Hỏa hoạn ở Hành cung”. Trong công cuộc phá án, chàng bị một lực lượng bí ẩn cản trở, thậm chí còn bị phục kích.",Detective Dee and The Dragon of Fire 2023,"Jul. 24, 2023",4,20,"['Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Hành Động', 'Phim Hình Sự', '']"
Trường Tương Tư,,Lost You Forever 2023,"Jul. 23, 2023",8.9,67,"['Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Liên Hoa Lâu,,Mysterious Lotus Casebook 2023,"Jul. 23, 2023",9.3,39,"['Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Resident Evil: Đảo Tử Thần,"Resident Evil: Đảo Tử Thần – Resident Evil: Death Island (2023) đặc vụ D.S.O. Leon S. Kennedy đang thực hiện nhiệm vụ giải cứu Tiến sĩ Antonio Taylor khỏi những kẻ bắt cóc, thì bất ngờ bị một phụ nữ bí ẩn ngăn cản.",Resident Evil: Death Island 2023,"Jul. 23, 2023",8.5,26,"['Phim Hành Động', 'Phim Hoạt Hình', 'Phim Kịch Tính', 'Phim Kinh Dị']"
Tuyệt Sắc Cuồng Hoa: Long Tích Thần Cung,"Tuyệt Sắc Cuồng Hoa: Long Tích Thần Cung nói về Lâm Tịch Du , Lâm Nhạc Dao và Lãnh Anh là ba thành viên của đội đặc công mang tên Hoa Bỉ Ngạn. Ba người họ đến khu vực sa mạc để cứu một nhóm khảo cổ bị mất liên lạc. Họ thành công đến ứng cứu nhưng không thể quay trở lại mặt đất và buộc phải dấn sâu vào ngôi mộ cổ để tìm đường ra. Đoàn khảo cổ vì muốn nghiên cứu nên đã tự tiện lấy cổ vật nên đã kích hoạt các cơ quan trong cổ thành. Lâm Tịch Du cố gắng đến mấy vẫn không cứu sống các thành viên trong đội khảo cổ.",The Dragon Trace Palace of Exquisite Wild Flowers 2023,"Jul. 22, 2023",8,5,"['Phim Hành Động', 'Phim Phiêu Lưu']"
Cát Lún,"Cát Lún – Quicksand (2023) theo chân một cặp vợ chồng Mỹ đang đứng trước ngưỡng cửa ly hôn, họ đi du lịch đến Colombia để tham dự một hội nghị công việc. Trên đường đi bộ qua rừng mưa, một cơn bão khiến họ mắc kẹt trong một cái hố cát lún. Không thể di chuyển, cuộc chiến sinh tồn bắt đầu khi họ đối mặt với khắc nghiệt của rừng nhiệt đới và một con rắn độc",Quicksand 2023,"Jul. 22, 2023",5.3,12,"['Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
Shin Kamen Rider,"Shin Kamen Rider kể về Hongo Takeshi tỉnh dậy và phát hiện ra mình đã bị biến thành một người máy lai châu chấu. Trở thành Rider đeo mặt nạ, anh phải chiến đấu với tổ chức độc ác bí ẩn SHOCKER để bảo vệ toàn nhân loại.",Shin Kamen Rider 2023,"Jul. 21, 2023",9.6,13,"['Phim Hành Động', 'Phim Khoa Học', 'Phim Kịch Tính', 'Phim Viễn Tưởng']"
Ước Gì Được Nấy,"Ước Gì Được Nấy – Switch (2023) là dòng phim hoán đổi, giả tưởng, xem lẫn yếu tố hài hước và tình cảm gia đình, bộ phim “Ước Gì Được Nấy” hứa hẹn sẽ mang một làn gió mới vào điện ảnh xứ sở Kim Chi. Tác phẩm còn đánh dấu sự hợp tác đáng mong đợi của bộ 3 diễn viên nổi tiếng là Kwon Sang Woo, Oh Jung Se và Rhee Min Jung.",Switch 2023,"Jul. 21, 2023",9.7,28,"['Phim Chính Kịch', 'Phim Hài', 'Phim Viễn Tưởng']"
Họ Nhân Bản Tyrone,"Họ Nhân Bản Tyrone – They Cloned Tyrone (2023) một chuỗi sự kiện kỳ lạ khiến bộ ba bất đắc dĩ (John Boyega, Teyonah Parris và Jamie Foxx) vướng vào một âm mưu nham hiểm ở khu phố.",They Cloned Tyrone 2023,"Jul. 21, 2023",10,2,"['Phim Bí Ẩn', 'Phim Hài', 'Phim Khoa Học', 'Phim Netflix', 'Phim Viễn Tưởng']"
Nhu Cầu Tuổi Trẻ,Nhu Cầu Tuổi Trẻ – Hard Feelings (2023) hai người bạn thân cố gắng vượt qua thời cấp 3 trong khi ứng phó với những thôi thúc mới đầy xấu hổ cũng như cảm xúc ngượng ngùng giữa cả hai.,Hard Feelings 2023,"Jul. 20, 2023",6.5,24,"['Phim 18+', 'Phim Hài', 'Phim Netflix', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Thành Phố Sao Chổi,"Thành Phố Sao Chổi – Asteroid City (2023) tại một thị trấn sa mạc của Mỹ vào khoảng năm 1955, hành trình của hội nghị Junior Stargazer/Space Cadet bị gián đoạn một cách ngoạn mục bởi các sự kiện thay đổi thế giới.",Asteroid City 2023,"Jul. 19, 2023",5.5,2,"['Phim Hài', 'Phim Khoa Học', 'Phim Tâm Lý', 'Phim Tình Cảm', 'Phim Viễn Tưởng']"
Ẩn Số Trái Đất: Hang Hài Cốt,"Ẩn Số Trái Đất: Hang Hài Cốt – Unknown: Cave of Bones (2023) các nhà khoa học xem xét những manh mối dưới lòng đất từ hơn 250.000 năm trước, đặt ra câu hỏi về những người họ hàng đầu tiên của chúng ta và ý nghĩa thực sự của việc làm người.",Unknown: Cave of Bones 2023,"Jul. 19, 2023",10,3,"['Phim Netflix', 'Phim Tài Liệu']"
Hơi Thở Sâu Nhất,"Hơi Thở Sâu Nhất – The Deepest Breath (2023) gắn kết nhờ tình yêu với bộ môn lặn tự do, nhà vô địch lập kỷ lục và anh hùng thợ lặn an toàn cố gắng làm nên lịch sử bằng một kỳ tích đáng nể và họ sẵn sàng mạo hiểm tất cả.",The Deepest Breath 2023,"Jul. 19, 2023",10,3,"['Phim Netflix', 'Phim Tài Liệu']"
Transformers 7: Quái Thú Trỗi Dậy,"Transformers 7: Quái Thú Trỗi Dậy – Transformers: Rise of the Beasts (2023) dựa trên sự kiện Beast Wars trong loạt phim hoạt hình “Transformers”, nơi mà các robot có khả năng biến thành động vật khổng lồ cùng chiến đấu chống lại một mối đe dọa tiềm tàng.",Transformers: Rise of the Beasts 2023,"Jul. 19, 2023",8.4,691,"['Phim Chiếu Rạp', 'Phim Hành Động', 'Phim Khoa Học', 'Phim Kịch Tính', '', '']"
Ruby Thủy Quái Tuổi Teen,"Ruby Thủy Quái Tuổi Teen kể về cô bé Ruby Gillman nhút nhát, tình cờ phát hiện ra mình là một phần của dòng dõi thủy quái hoàng gia huyền thoại. Và kể từ giây phút này, số phận của cô bé dưới đáy đại dương bỗng thay thổi hoàn toàn, cùng với đó là một sứ mệnh lớn hơn tất cả những gì cô từng mơ đến.","Ruby Gillman, Teenage Kraken 2023","Jul. 18, 2023",9.1,36,"['Phim Chiếu Rạp', 'Phim Gia Đình', 'Phim Hài', 'Phim Hoạt Hình', 'Phim Viễn Tưởng']"
Hà Thần Quỷ Thủy Quái Đàm,"Hà Thần Quỷ Thủy Quái Đàm kể về Guo Deyou, một cảnh sát đường thủy của Đội trục vớt xác chết sông Weiwu ở Thiên Tân, và em trai của anh ta là Ding Mao, người được thúc giục bởi nhà sư rượu và thịt Li Daleng để điều tra vụ án xác chết chìm ở cửa sông. sông Sancha. , Làng chó ác để bắt quỷ, và cuối cùng bắt được kẻ sát nhân thực sự ở hậu trường.",River God: The Strange Story 2023,"Jul. 16, 2023",4.6,12,"['Phim Bí Ẩn', 'Phim Hành Động', 'Phim Hình Sự', 'Phim Kịch Tính', 'Phim Kinh Dị', '']"
Thánh Vật Của Quỷ,"Thánh Vật Của Quỷ – Consecration (2023) phải đến nhà thờ nơi vùng quê hẻo lánh để điều tra về các chết bí ẩn của người em trai, Grace bị cuốn vào một buổi hiến tế rùng rợn, nơi những hiện tượng tâm linh vô cùng đáng sợ đang dần kéo cô vào một “bẫy” kinh hoàng đằng sau đó.",Consecration 2023,"Jul. 15, 2023",5.7,22,"['Phim Chính Kịch', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
Ẩn Số Trái Đất: Robot Sát Nhân,Ẩn Số Trái Đất: Robot Sát Nhân – Unknown: Killer Robots (2023) điều gì xảy ra khi một cỗ máy đưa ra quyết định sinh tử? Bộ phim tài liệu này khám phá sự nguy hiểm của trí tuệ nhân tạo trong ứng dụng quân sự.,Unknown: Killer Robots 2023,"Jul. 14, 2023",7.2,9,"['Phim Netflix', 'Phim Tài Liệu']"
Lồng Chim Barcelona,"Lồng Chim Barcelona – Bird Box Barcelona (2023) khi một thế lực bí ẩn tàn sát nhân loại, mối đe dọa hiểm ác mới phát triển trong bộ phim lấy bối cảnh ở Barcelona này (mở rộng câu chuyện của bom tấn “Lồng chim”).",Bird Box Barcelona 2023,"Jul. 14, 2023",5.9,10,"['Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Netflix', 'Phim Tâm Lý']"
Ma Sơ Trục Quỷ,"Ma Sơ Trục Quỷ – La Exorcista (2023) Ofelia là một nữ tu trẻ vừa đặt chân đến thị trấn San Ramon đã bị ép phải thực hiện buổi lễ trừ tà cho một phụ nữ đang mang thai. Tưởng chừng buổi trục quỷ đã hoàn tất, Ofelia bàng hoàng nhận ra hiện thân quỷ dữ chưa từng biến mất.",La Exorcista 2023,"Jul. 14, 2023",6.4,23,"['Phim Chiếu Rạp', 'Phim Kịch Tính', 'Phim Kinh Dị', 'Phim Tâm Lý']"
An Lạc Truyện,,Legend of Anle 2023,"Jul. 12, 2023",8.8,39,"['Phim Chính Kịch', 'Phim Cổ Trang', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Những Cô Nàng Hành Động,"Những Cô Nàng Hành Động – Sheroes (2023) khi bốn người bạn chuyên ăn trộm đến Thái Lan, họ nhanh chóng rơi vào thế bí. Chiến đấu để sống sót, họ sử dụng bộ kỹ năng độc đáo của mình và thể hiện lòng trung thành mãnh liệt trong một trận chiến gay cấn để sinh tồn.",Sheroes 2023,"Jul. 10, 2023",10,1,"['Phim Hài', 'Phim Hành Động', 'Phim Hình Sự']"
Chuyện Tình Trớ Trêu,"Chuyện Tình Trớ Trêu – Tayuan (2023) nữ hoàng ivamax Angeli Khang đã trở lại. Ella gặp Rico, một người soát vé xe buýt, trên đường đi làm. Ngay cả khi biết Rico đã kết hôn, cô vẫn theo đuổi anh. Khi mối tình của họ chuyển sang tình yêu, họ càng khó buông tay hơn.",Tayuan 2023,"Jul. 08, 2023",6.9,20,"['Phim 18+', 'Phim Chính Kịch', 'Phim Tâm Lý', 'Phim Tình Cảm']"
Siêu Nhân Cuồng Phong Kỷ Niệm 20 Năm,"Siêu Nhân Cuồng Phong Kỷ Niệm 20 Năm – Hurricaneger: 20 Years After (2023) lấy bối cảnh ở thời Edo. Vì một lý do chưa rõ, 5 chiến binh quen thuộc của chúng ta đã bị đưa về thời kỳ này. Tại đây, họ sẽ cùng với 5 tổ tiên của mình để chống lại bè lũ phản diện Oilanda và Aunja với mục tiêu giành lại viên đá Tensho – báu vật có sức mạnh hủy diệt thế giới.",Ninpu Sentai Hurricaneger: 20 Years After 2023,"Jul. 07, 2023",8.9,58,"['Phim Chiếu Rạp', 'Phim Hành Động', 'Phim Khoa Học', 'Phim Viễn Tưởng']"
